Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Weather_conditions_encoded,Road_traffic_density_encoded,Type_of_order_encoded,Type_of_vehicle_encoded,Festival_encoded,City_encoded,delivery_distance,order_hour,order_day,order_month,order_weekday,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,weekday_sin,weekday_cos,rating_distance_interaction,age_rating_interaction,age_distance_interaction,delivery_distance_squared,age_squared,rating_squared,log_delivery_distance,sqrt_age,inverse_rating,age_group,age_group_encoded,distance_category,distance_category_encoded,rating_category,rating_category_encoded,Delivery_person_Age_scaled,Delivery_person_Ratings_scaled,delivery_distance_scaled,multiple_deliveries_scaled,order_hour_scaled,order_day_scaled,order_month_scaled,order_weekday_scaled,rating_distance_interaction_scaled,age_rating_interaction_scaled,age_distance_interaction_scaled,delivery_distance_squared_scaled,age_squared_scaled,rating_squared_scaled,log_delivery_distance_scaled,sqrt_age_scaled,inverse_rating_scaled
56,2.289415379898892,13.056330525876083,77.44808289164824,13.095626790375748,77.71402556841858,Stormy,Jam,Drink,scooter,3,No,Semi-Urban,12,3,1,1,3,0,1,29.134248027175072,18,15,11,4,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,66.70039551520355,128.20726127433795,1631.5178895218041,848.8044081089546,3136,5.241422781717588,3.4056623331534492,7.483314773547883,0.4348931509903928,Senior,2,Long,0,Poor,3,1.1128817500082018,-0.6265091884173517,0.6142785420492984,1.3491872385527706,0.9472359685629301,0.028482158089265616,1.2747457969539668,0.49045690429220706,-0.03801443259884658,0.08136639486819068,1.2653861246241738,0.43403755713107056,1.1477847339438392,-0.7373088292506519,0.6597952139589467,1.0765361318930842,0.18653221403306813
46,4.239497783418539,12.88641527300384,77.50623313318344,12.910985871889983,77.47828505603987,Sunny,Low,Snack,scooter,3,No,Semi-Urban,36,4,2,3,3,0,1,4.079333738465608,3,13,7,6,0.7071067811865475,0.7071067811865476,0.48530196253108104,-0.8743466161445821,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,17.294326342049406,195.0168980372528,187.64935196941795,16.640963749783793,2116,17.973341455610704,1.62518009914362,6.782329983125268,0.23532192531126417,Mature,1,Short,2,Good,2,0.37165239739850314,1.0492190533570334,-1.7025369002133692,1.3491872385527706,-1.186819232464999,-0.22357233827591588,0.1393676656211083,1.4753101257625023,-1.1445757856151129,1.1325082348021949,-1.3179557976005398,-1.1641547441941151,0.22893573279740445,1.0596039623351021,-2.3497533722560435,0.434299802352793,-0.8449632335308127
32,2.0185626190550554,13.047835181959131,77.40702094534666,12.912646416842254,77.72810132757796,Fog,Low,Snack,bicycle,2,Yes,Metropolitian,27,1,2,3,0,1,0,37.89893238314862,15,6,4,4,-0.7071067811865471,-0.7071067811865479,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,76.50136821071892,64.59400380976177,1212.7658362607558,1436.3290757824711,1024,4.0745950470464045,3.6609668050845006,5.656854249492381,0.49295988726530904,Adult,0,Long,0,Poor,3,-0.666068696255075,-0.8592560815175577,1.4247445380007646,0.4533125781591646,0.5204249283573442,-1.105763075554051,-0.7121659328785357,0.49045690429220706,0.1815006550883568,-0.919485574029609,0.5161629744052825,1.5623945008052023,-0.7547731978417197,-0.9019884612614146,1.0913362863031812,-0.5968515350667716,0.4866535061614681
60,3.726010888895717,13.060080436959261,77.51732344431223,13.185344128178414,77.659498845558,Stormy,High,Drink,bicycle,2,No,Semi-Urban,59,3,0,1,0,0,1,20.761878105434757,15,15,8,3,-0.7071067811865471,-0.7071067811865479,0.10116832198743272,-0.994869323391895,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,77.35898389477549,223.56065333374303,1245.7126863260855,431.05558246493115,3600,13.883157144169452,3.080159728255655,7.745966692414834,0.26766517275745366,Senior,2,Long,0,Average,0,1.4093734910520812,0.6079738580873923,-0.1599103336142855,0.4533125781591646,0.5204249283573442,0.028482158089265616,0.42321219845432295,-0.001969706442940592,0.20070891001735386,1.5815981702474555,0.5751108472658546,-0.36826031062260317,1.5657709462300604,0.4823379039017591,0.10959825851207465,1.317175596007744,-0.6777952844106525
25,4.040911439558746,12.86080994125146,77.70925674956747,12.804113798374278,77.56758790951181,Sunny,Jam,Snack,electric_scooter,0,Yes,Urban,39,4,1,3,1,1,2,16.602887548428463,15,17,8,3,-0.7071067811865471,-0.7071067811865479,-0.2993631229733582,-0.9541392564000488,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,67.09079822415204,101.02278598896865,415.07218871071154,275.6558749457609,625,16.32896526235674,2.868062953838492,5.0,0.24685802563704703,Young,3,Long,0,Good,2,-1.184929243081864,0.8785715236752337,-0.5444901184686647,-1.3384367426280472,0.5204249283573442,0.2805366544544471,0.42321219845432295,-0.001969706442940592,-0.02927047548861384,-0.34633746274303673,-0.9110552156258221,-0.6667096331310901,-1.1142053071137075,0.8275257743165142,-0.24890885568157875,-1.1986558366730844,-0.7853382303361278
38,3.382554962431377,12.824539850844268,77.60718421108503,13.086419989296857,77.58321144663356,Windy,Jam,Buffet,scooter,3,No,Metropolitian,11,5,1,0,3,0,0,29.23538853035992,6,4,7,6,1.0,6.123233995736766e-17,0.7247927872291199,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,98.89030855197831,128.53708857239232,1110.944764153677,854.7079425211003,1444,11.441678073869134,3.4090130439935264,6.164414002968976,0.294763094798417,Mature,1,Long,0,Average,0,-0.2213310846892558,0.31283822959174123,0.6236309539919912,1.3491872385527706,-0.7600081922594133,-1.3578175719192325,0.1393676656211083,1.4753101257625023,0.6829519247652882,0.08655569524064498,0.3339866631283711,0.44537545392532985,-0.37642360913436423,0.1377610114332764,0.6654589194871166,-0.13182958658960323,-0.5377381036794234
56,2.8863047542006335,13.112304634427376,77.53923823726731,13.082498465022105,77.50265888287444,Windy,Jam,Meal,scooter,2,No,Semi-Urban,14,5,1,2,3,0,1,5.165177272012674,17,22,11,5,-0.9659258262890683,-0.25881904510252063,-0.9680771188662041,-0.2506525322587213,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,14.908275716499238,161.63306623523548,289.24992723270975,26.679056251316286,3136,8.33075513412118,1.8189168907872777,7.483314773547883,0.3452675339325593,Senior,2,Medium,1,Poor,3,1.1128817500082018,-0.11359528286792762,-1.6021294896186118,0.4533125781591646,0.8049656218277348,0.9106728953674008,1.2747457969539668,0.9828835150273547,-1.1980168193334717,0.6072675048017223,-1.1361739950517147,-1.1448763172640624,1.1477847339438392,-0.30129749712703247,-2.022280131438646,1.0765361318930842,-0.2767029826525394
36,2.647363656589074,12.983920169507728,77.54869571796253,13.049075816379919,77.7008457330788,Stormy,Medium,Meal,motorcycle,0,Yes,Semi-Urban,38,3,3,2,2,1,1,18.005517478257865,23,27,2,5,-0.25881904510252157,0.9659258262890681,-0.72479278722912,0.6889669190756865,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,47.66715259001923,95.30509163720667,648.1986292172832,324.19865965984945,1296,7.008534330228673,2.944729330602901,6.0,0.37631281571885994,Mature,1,Long,0,Poor,3,-0.36957695521119555,-0.3189201166624325,-0.41478962762831295,-1.3384367426280472,1.6585877022389064,1.5408091362803547,-1.279854998544965,0.9828835150273547,-0.4643072220487597,-0.4362961581093837,-0.4939498550778564,-0.5734819080479662,-0.5097467975360038,-0.487908450014053,-0.11931970202744566,-0.28246430396793787,-0.1162436442788113
40,2.395473066171981,12.823265518202192,77.4005414502862,13.196043538434745,77.60514989692211,Fog,High,Buffet,motorcycle,1,No,Urban,42,1,0,0,2,0,2,47.00617881772433,20,22,6,1,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,112.60203530152255,95.81892264687924,1880.2471527089733,2209.5808470438756,1600,5.738291210755393,3.8713297279927485,6.324555320336759,0.4157186434813751,Mature,1,Long,0,Poor,3,-0.07308521416731607,-0.5353725985869453,2.266887078700849,-0.4425620822344413,1.2317766620333206,0.9106728953674008,-0.14447686721210634,-0.9868229279132359,0.9900572492344024,-0.4282118562168432,1.7104077565552354,3.0474453477187002,-0.23589376190020367,-0.6671835591526027,1.4469126718112635,0.014890532419007223,0.08742766057088219
28,4.718116576991303,13.197946526867906,77.5199202110261,12.92475177430549,77.52834181709994,Windy,Low,Drink,motorcycle,2,Yes,Semi-Urban,51,5,2,1,2,1,1,30.391563712379618,0,27,6,6,0.0,1.0,-0.72479278722912,0.6889669190756865,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,143.39094055206562,132.10726415575647,850.9637839466293,923.6471448836296,784,22.26062403408013,3.446539185235266,5.291502622129181,0.2115007072512458,Adult,0,Long,0,Excellent,1,-0.9625604372989545,1.4605016883812227,0.7305418970827513,0.4533125781591646,-1.613630272670585,1.5408091362803547,-0.14447686721210634,1.4753101257625023,1.6796448489385118,0.14272664771718885,-0.13116632530674957,0.5777750482864339,-0.9709729628173513,1.6646873832802351,0.7288893447746722,-0.9315836025169805,-0.9680845798106694
